scenario,step,action,reward,snr_rf,snr_fso,snr_thz,best_channel
clear,55,1,3.5885225913267758,-19.746401970900713,27.655707969231234,8.324042179434075,1
clear,56,1,3.5832855486763973,-23.14717002124505,27.498595781913604,8.157305606108263,1
clear,57,1,3.578137763897174,-17.487277807352264,27.344161373667912,7.993242848299341,1
clear,58,1,3.5730761873041885,-18.390758655400887,27.19231325121589,7.831762486715216,1
clear,59,1,3.568097922953058,-17.877209638474927,27.04296453371181,7.672777711885218,1
clear,60,1,3.563200218475562,-19.69291020053364,26.89603264779081,7.516206019342756,1
clear,61,1,3.558380455741675,-22.348224192208317,26.75143904741173,7.361968929593007,1
clear,62,1,3.553636142268658,-18.84423001517492,26.609108956113552,7.209991730486465,1
clear,63,1,3.5489649033066133,-22.528669681346294,26.468971129567535,7.060203239880351,1
clear,64,1,3.5443644745375855,-20.070168721913184,26.33095763653727,6.912535586701,1
clear,65,1,3.539832695331988,-19.074133509591924,26.19500365655969,6.766924008720724,1
clear,66,1,3.53536750251207,-20.749124513076147,26.061047292838637,6.623306665541565,1
clear,67,1,3.530966924577358,-25.117464673387477,25.92902939899861,6.481624465433366,1
clear,68,1,3.526629076351594,-25.05704548943358,25.798893418484408,6.341820904812988,1
clear,69,1,3.5223521540147957,-21.38732671288274,25.670585235515144,6.203841919272958,1
clear,70,1,3.518134430487641,-21.51345070772452,25.5440530366089,6.067635745176591,1
clear,71,1,3.513974251138629,-27.548761209839796,25.419247181791185,5.9331527909327075,1
clear,72,1,3.5098700297872956,-24.65702663210063,25.296120084685576,5.800345517148954,1
clear,73,1,3.5058202449793097,-21.51668452027767,25.17462610076158,5.669168324938577,1
clear,74,1,3.50182343651156,-25.6588429627279,25.05472142308229,5.539577451724095,1
clear,75,1,3.49787820218737,-24.38420199152514,24.93636398495669,5.411530873942255,1
clear,76,1,3.493983194783784,-24.22944037482882,24.819513368954116,5.2849882161084585,1
clear,77,1,3.4901371192144954,-23.828210119253992,24.704130721788673,5.159910665748483,1
clear,78,1,3.4863387298734922,-24.4837194855943,24.590178674625154,5.036260893749284,1
clear,79,1,3.48258682814575,-18.052447474968325,24.477621268396934,4.914002979719231,1
clear,80,1,3.47888026007254,-22.834956921352436,24.36642388376236,4.793102341985092,1
clear,81,1,3.4752179141599675,-25.50146623666329,24.256553175358402,4.673525671883753,1
clear,82,1,3.4715987193203097,-24.087783772457847,24.147977010038517,4.555240872036607,1
clear,83,1,3.4680216429366357,-26.791608934672233,24.040664408808983,4.438216998320445,1
clear,84,1,3.4644856890419304,-23.336399619176085,23.934585492200693,4.322424205272242,1
clear,85,1,3.4609898966046972,-25.0816751987165,23.829711428835516,4.207833694686725,1
clear,86,1,3.457533337913662,-24.257082418399758,23.726014386965595,4.094417667185705,1
clear,87,1,3.454115117054764,-27.268178874934375,23.623467488781607,3.9821492765547175,1
clear,88,1,3.450734368474196,-21.88707621166163,23.52204476730251,3.87100258665983,1
clear,89,1,3.447390255621713,-23.44437805727143,23.421721125673507,3.7609525307716023,1
clear,90,1,3.444081969668887,-24.66439690920854,23.322472298712434,3.651974873136243,1
clear,91,1,3.4408087282974122,-21.79513539246999,23.224274816557813,3.544046172646986,1
clear,92,1,3.437569774552883,-19.305588091221413,23.127105970281097,3.4371437484793876,1
clear,93,1,3.4343643757598845,-29.497728437528394,23.03094377933845,3.3312456475641024,1
clear,94,1,3.431191822494459,-22.633213710385256,22.935766960743837,3.226330613781111,1
clear,95,1,3.428051427610387,-21.921043238804288,22.841554899856558,3.1223780587667256,1
clear,96,1,3.4249425253159007,-24.85991777055089,22.748287622681946,3.019368034233212,1
clear,97,1,3.421864470297754,-26.56828258381335,22.655945769592645,2.91728120570819,1
clear,98,1,3.418816636889737,-22.171871061244257,22.564510570383458,2.8160988276070937,1
clear,99,1,3.4157984182829915,-27.15903948546286,22.473963820580103,2.7158027195580554,1
clear,100,1,3.412809225775586,-24.35712888123028,22.384287858925916,2.616375243905242,1
clear,101,1,3.4098484880590787,-28.277664623260534,22.295465545978193,2.5177992843197385,1
clear,102,1,3.40691565053986,-22.180864247237384,22.20748024374787,2.4200582254546346,1
clear,103,1,3.404010174693289,-25.61980441115887,22.120315796323258,2.323135933582491,1
clear,104,1,3.4011315374487254,-25.839308340230307,22.03395651142044,2.2270167381593167,1
clear,105,1,3.398279230603701,-22.268976616915825,21.948387142808077,2.1316854142626864,1
clear,106,1,3.3954527602655986,-26.077479768049052,21.863592873557316,2.037127165853904,1
clear,107,1,3.3926516463192984,-25.797490146884066,21.7795593000708,1.9433276098190961,1
clear,108,1,3.38987542191934,-24.552759214714293,21.696272416847265,1.8502727607456204,1
clear,109,1,3.387123633005289,-27.30445973272758,21.613718601942136,1.7579490163935931,1
clear,110,1,3.3843958378390173,-26.054711748147703,21.531884603085683,1.6663431438249345,1
clear,111,1,3.3816916065627383,-25.69236863136732,21.450757524423665,1.5754422661544685,1
clear,112,1,3.3790105207766805,-25.053828473542445,21.370324813847468,1.4852338498896953,1
clear,113,1,3.376352173135364,-29.68447930385974,21.290574250881946,1.3957056928286522,1
clear,114,1,3.3737161669615023,-28.177115784548832,21.211493935102386,1.3068459124858562,1
clear,115,1,3.37110211587662,-25.8692338348075,21.13307227505271,1.218642935019697,1
clear,116,1,3.3685096434475224,-26.416290070489374,21.05529797763941,1.1310854846348835,1
clear,117,1,3.365938382847803,-27.108846344772495,20.978160037976554,1.0441625734356026,1
clear,118,1,3.3633879765336383,-29.12602951007054,20.901647729659373,0.9578634917074768,1
clear,119,1,3.360858075933134,-27.933135215786642,20.82575059544463,0.8721777986055903,1
clear,120,1,3.358348341148575,-25.537535715622628,20.750458438317807,0.787095313229073,1
clear,121,1,3.355858440670919,-26.817396338226285,20.675761312927776,0.7026061060631326,1
clear,122,1,3.3533880511059397,-27.91787157983677,20.60164951737102,0.6187004907701329,1
clear,123,1,3.350936856911461,-28.18568142879764,20.528113585308372,0.5353690163133952,1
clear,124,1,3.3485045501451403,-29.535704420005864,20.455144278398627,0.45260245939694244,1
clear,125,1,3.3460908302222974,-27.146376846100786,20.382732579032954,0.3703918172068285,1
clear,126,1,3.343695403683321,-24.877316228155326,20.31086968335723,0.2887283004389283,1
clear,127,1,3.3413179839701845,-26.264097071401586,20.239546994567306,0.20760332660072767,1
clear,128,1,3.3389582912116644,-25.942393308629228,20.168756116465467,0.1270085135731043,1
clear,129,1,3.3366160520168524,-26.40880733936065,20.098488847265603,0.0469356734213726,1
clear,130,1,3.3342909992765666,-25.165153641134932,20.02873717363564,-0.032623193557200184,1
clear,131,1,3.3319828719723237,-27.621903108062007,19.959493264966383,-0.11167590455890788,1
clear,132,1,3.3296914149925154,-27.71492212197998,19.890749467856928,-0.1902300997836553,1
clear,133,1,3.3274163789554647,-25.82327340084209,19.8224983008061,-0.2682932477380372,1
clear,134,1,3.325157520039066,-26.10168217280826,19.754732449101702,-0.3458726503420287,1
clear,135,1,3.322914599816702,-27.313068820541577,19.68744475989789,-0.42297544784627744,1
clear,136,1,3.320687385099182,-26.397216171582762,19.620628237473195,-0.4996086235700766,1
clear,137,1,3.318475647782411,-27.043580412220827,19.554276038660696,-0.5757790084666506,1
clear,138,1,3.3162791647005765,-28.374058801921294,19.48838146844335,-0.651493285523817,1
clear,139,1,3.314097717484577,-28.771234000216932,19.422937975706933,-0.7267579940066686,1
clear,140,1,3.311931092425504,-29.40579179116842,19.357939149144407,-0.8015795335495224,1
clear,141,1,3.3097790803429383,-27.043600381178923,19.29337871330469,-0.875964168103033,1
clear,142,1,3.3076414764578654,-27.369862446690334,19.229250524780195,-0.9499180297431671,1
clear,143,1,3.305518080270029,-33.520577459221016,19.165548568527228,-1.0234471223468957,1
clear,144,1,3.3034086954395145,-27.199576715075384,19.10226695431355,-1.0965573251414016,1
clear,145,1,3.30131312967241,-29.151943895438954,19.03939991328815,-1.1692543961306616,1
clear,146,1,3.299231194610363,-28.40589526987433,18.97694179466785,-1.2415439754054352,1
clear,147,1,3.2971627057238893,-27.65338337133553,18.91488706253659,-1.3134315883410619,1
clear,148,1,3.2951074822092625,-29.717016338979576,18.85323029275204,-1.3849226486874155,1
clear,149,1,3.2930653468888558,-26.228706853943233,18.791966169955828,-1.4560224615555133,1
clear,150,1,3.291036126114803,-29.511774171877754,18.7310894846833,-1.5267362263052857,1
clear,151,1,3.2890196496758204,-29.180785597036625,18.670595130568184,-1.5970690393373492,1
clear,152,1,3.2870157507071003,-25.05155315170411,18.610478101639394,-1.667025896793906,1
clear,153,1,3.2850242656031283,-27.845708417217203,18.5507334897054,-1.7366116971711785,1
clear,154,1,3.2830450339333295,-28.789264294485655,18.49135648182367,-1.8058312438477142,1
clear,155,1,3.281077898360417,-25.293598756334816,18.432342357851095,-1.8746892475311245,1
clear,156,1,3.279122704561357,-27.63145118112849,18.373686488072938,-1.9431903286265864,1
clear,157,1,3.2771793011508406,-31.354912195247024,18.315384330906795,-2.011339019530355,1
clear,158,1,3.2752475396071663,-28.848006091219567,18.257431430679326,-2.0791397668509513,1
clear,159,1,3.2733272742004456,-29.51874546408291,18.199823415472125,-2.1465969335604216,1
clear,160,1,3.2714183619230526,-31.193098639679686,18.14255599503536,-2.2137148010788916,1
clear,161,1,3.269520662422215,-30.74922629057662,18.0856249587654,-2.280497571294529,1
clear,162,1,3.2676340379346858,-26.71247987951567,18.029026173745013,-2.3469493685210634,1
clear,163,1,3.2657583532234127,-30.699535223538916,17.97275558284328,-2.4130742413958832,1
clear,164,1,3.2638934755161264,-30.255886372760354,17.916809202873427,-2.478876164720028,1
clear,165,1,3.2620392744457947,-31.197594273888747,17.86118312280628,-2.5443590412429993,1
clear,166,1,3.2601956219928474,-32.40107948322194,17.805873502037063,-2.6095267033935716,1
clear,167,1,3.258362392429146,-30.40583093127081,17.750876568704427,-2.6743829149591756,1
clear,168,1,3.2565394622636,-31.448950454337137,17.696188618058926,-2.7389313727153923,1
clear,169,1,3.254726710189391,-29.95830963173299,17.641806010879808,-2.8031757080074033,1
clear,170,1,3.252924017032751,-29.01353630412732,17.587725171938203,-2.867119488284989,1
clear,171,1,3.251131265703223,-26.90534601668089,17.533942588505074,-2.930766218592888,1
clear,172,1,3.2493483411453723,-29.117383691222436,17.48045480890245,-2.994119343017836,1
clear,173,1,3.2475751302918807,-29.229682038003233,17.427258441096228,-3.0571822460939133,1
clear,174,1,3.2458115220179993,-30.598168395142036,17.3743501513298,-3.1199582541677993,1
clear,175,1,3.244057407097271,-28.967255209262586,17.321726662795733,-3.182450636724905,1
clear,176,1,3.2423126781585436,-31.391394551052585,17.26938475434604,-3.2446626076780305,1
clear,177,1,3.2405772296441615,-30.111256267696795,17.217321259238005,-3.306597326619781,1
clear,178,1,3.238850957769346,-28.02651462977865,17.16553306391561,-3.36825790003978,1
clear,179,1,3.2371337604826973,-33.67007969966713,17.11401710682449,-3.4296473825080307,1
clear,180,1,3.2354255374278047,-29.618724950395556,17.062770377260293,-3.490768777825615,1
clear,181,1,3.2337261899058953,-28.759517501911382,17.011789914248105,-3.551625040143414,1
clear,182,1,3.23203562083952,-30.972958008238933,16.96107280545304,-3.612219075050476,1
clear,183,1,3.2303537347372226,-30.77792481519854,16.910616186120276,-3.6725537406326407,1
clear,184,1,3.2286804376591647,-30.16653906893941,16.860417238043837,-3.732631848502202,1
clear,185,1,3.2270156371836833,-32.96140491974622,16.81047318856325,-3.7924561648002357,1
clear,186,1,3.2253592423747435,-30.12439255342299,16.76078130958717,-3.8520294111718916,1
clear,187,1,3.223711163750246,-29.86313026700584,16.711338916642617,-3.911354265715499,1
clear,188,1,3.2220713132511998,-32.65613275319309,16.66214336795001,-3.97043336390679,1
clear,189,1,3.220439604211681,-28.774876949599655,16.61319206352213,-4.0292692994984955,1
clear,190,1,3.218815951329603,-29.93170916188344,16.564482444287066,-4.087864625396485,1
clear,191,1,3.2172002706382328,-30.908889581479322,16.51601199123374,-4.1462218545129135,1
clear,192,1,3.2155924794784583,-30.180303647930895,16.467778224579934,-4.204343460597376,1
clear,193,1,3.2139924964717608,-32.118579100909095,16.419778702961434,-4.262231879046415,1
clear,194,1,3.2124002414939006,-29.037211305980613,16.372011022642635,-4.319889507692257,1
clear,195,1,3.2108156356492517,-34.055966135269514,16.324472816746525,-4.377318707571441,1
clear,196,1,3.209238601245806,-34.13552018311261,16.27716175450482,-4.434521803673769,1
clear,197,1,3.2076690617708072,-27.510908150824402,16.230075540527,-4.491501085672543,1
clear,198,1,3.206106941866997,-29.423232143167617,16.18321191408765,-4.548258808636022,1
clear,199,1,3.2045521673094495,-32.0690728223126,16.136568648431535,-4.604797193721525,1
clear,200,1,3.203004664982998,-28.05488887383783,16.090143550096343,-4.661118428851677,1
clear,201,1,3.201464362860212,-27.67005044884362,16.043934458252053,-4.717224669374397,1
clear,202,1,3.199931189979916,-32.1020356611605,15.997939244056408,-4.773118038706184,1
clear,203,1,3.198405076426237,-32.76909518200828,15.952155810026438,-4.828800628959887,1
clear,204,1,3.196885953308178,-32.396754706914095,15.906582089425596,-4.884274501556992,1
clear,205,1,3.195373752739666,-32.858470911296074,15.861216045665198,-4.9395416878249785,1
clear,206,1,3.1938684078200987,-30.354758018082997,15.816055671720815,-4.994604189580266,1
clear,207,1,3.1923698526153528,-31.923498038325295,15.771098989562569,-5.049463979697145,1
clear,208,1,3.1908780221392545,-32.99854475699785,15.726344049599179,-5.104123002662996,1
clear,209,1,3.18939285233548,-31.922114861055952,15.681788930135001,-5.158583175120289,1
clear,210,1,3.1879142800599007,-28.68356191974268,15.637431736840401,-5.212846386395747,1
clear,211,1,3.186442243063335,-33.67456415521717,15.59327060223426,-5.266914499016942,1
clear,212,1,3.1849766799747075,-34.92634236000168,15.549303685178781,-5.320789349216676,1
clear,213,1,3.1835175302846093,-37.51981236577308,15.505529170386295,-5.374472747425739,1
clear,214,1,3.1820647343292308,-36.077956908225026,15.461945267937223,-5.427966478754024,1
clear,215,1,3.1806182332746764,-30.49491456559206,15.418550212809501,-5.481272303460525,1
clear,216,1,3.1791779691016364,-29.67676036971497,15.375342264418776,-5.5343919574125,1
clear,217,1,3.1777438845904094,-37.99140558775812,15.33231970616903,-5.587327152534006,1
clear,218,1,3.1763159233062783,-34.80117136806763,15.289480845013959,-5.640079577244262,1
clear,219,1,3.1748940295851997,-32.82572546549554,15.246824011027458,-5.69265089688603,1
clear,220,1,3.173478148519843,-34.40633266315171,15.204347556984972,-5.745042754144106,1
clear,221,1,3.1720682259459205,-31.96998011931722,15.162049857953361,-5.797256769454684,1
clear,222,1,3.1706642084288372,-26.157740663195632,15.119929310890301,-5.849294541405144,1
clear,223,1,3.1692660432506408,-33.1145676412153,15.07798433425286,-5.901157647125182,1
clear,224,1,3.167873678397257,-33.68108019364678,15.036213367614568,-5.952847642669177,1
clear,225,1,3.1664870625460058,-33.386315614116846,14.994614871290821,-6.004366063389917,1
clear,226,1,3.165106145053402,-31.08742339423392,14.953187325972994,-6.055714424304349,1
clear,227,1,3.1637308759432146,-35.518900614792095,14.91192923237013,-6.106894220450965,1
clear,228,1,3.162361205894794,-35.759946686352,14.870839110858851,-6.157906927239659,1
clear,229,1,3.160997086231647,-30.59077361260851,14.829915501140523,-6.208754000793776,1
clear,230,1,3.159638468910269,-33.31435034531623,14.789156961906205,-6.2594368782847996,1
clear,231,1,3.158285306509209,-32.58305715017844,14.748562070508715,-6.309956978259913,1
clear,232,1,3.15693755221837,-33.40397223734531,14.708129422641516,-6.36031570096229,1
clear,233,1,3.1555951598285423,-35.91807356484921,14.667857632024806,-6.410514428644768,1
clear,234,1,3.1542580837211642,-34.0059192091544,14.627745330098225,-6.460554525876639,1
clear,235,1,3.152926278858283,-33.823193898829956,14.587791165719803,-6.510437339844054,1
clear,236,1,3.151599700772749,-35.028226396925476,14.547993804871764,-6.560164200643968,1
clear,237,1,3.150278305558605,-36.38914597657235,14.508351930372072,-6.609736421572149,1
clear,238,1,3.148962049861673,-34.63859445073144,14.468864241592197,-6.65915529940465,1
clear,239,1,3.147650890870346,-33.229778131175195,14.429529454180825,-6.70842211467404,1
clear,240,1,3.146344786306574,-34.83563201997381,14.39034629979334,-6.7575381319392855,1
clear,241,1,3.145043694417021,-31.707564833295887,14.351313525826672,-6.806504600050528,1
clear,242,1,3.143747573964423,-31.45638635304632,14.31242989515991,-6.855322752408154,1
clear,243,1,3.142456384219101,-32.48773250192835,14.273694185899846,-6.903993807216474,1
clear,244,1,3.1411700849506823,-34.840547409895365,14.235105191132389,-6.952518967732555,1
clear,245,1,3.139888636419945,-33.929227203749534,14.196661718678145,-7.000899422509513,1
clear,246,1,3.1386119993708723,-37.4850967711404,14.158362590853812,-7.0491363456352305,1
clear,247,1,3.1373401350228303,-36.3974113033683,14.120206644237738,-7.097230896966221,1
clear,248,1,3.1360730050629337,-32.176799774963044,14.082192729440735,-7.145184222356634,1
clear,249,1,3.1348105716385395,-30.922676373156683,14.044319710880897,-7.19299745388268,1
clear,250,1,3.133552797349907,-30.931831910865775,14.00658646656348,-7.240671710062668,1
clear,251,1,3.132299645242997,-31.988244872619163,13.968991887864819,-7.2882080960728155,1
clear,252,1,3.1310510788024155,-32.41248894117561,13.931534879320653,-7.335607703958243,1
clear,253,1,3.1298070619444935,-30.894274318776276,13.894214358418518,-7.382871612840668,1
clear,254,1,3.1285675590105058,-38.44224067418551,13.85702925539431,-7.430000889121011,1
clear,255,1,3.127332534760023,-33.64869453519147,13.819978513032805,-7.476996586678909,1
clear,256,1,3.126101954364388,-31.933691335942687,13.78306108647207,-7.523859747067815,1
clear,257,1,3.124875783400327,-37.55350279900584,13.74627594301165,-7.5705913997065375,1
clear,258,1,3.1236539878436784,-35.83436839627307,13.709622061924494,-7.617192562066926,1
clear,259,1,3.12243653406324,-33.76229776987838,13.673098434272406,-7.663664239858258,1
clear,260,1,3.1212233888147454,-32.09709354174681,13.636704062725283,-7.710007427207551,1
clear,261,1,3.1200145192349416,-33.40733986250534,13.600437961383474,-7.756223106836836,1
clear,262,1,3.1188098928357895,-36.79436367743074,13.564299155603763,-7.802312250237088,1
clear,263,1,3.117609477498767,-32.74524178665756,13.5282866818285,-7.8482758178385135,1
clear,264,1,3.1164132414692944,-34.54047718980181,13.492399587418333,-7.89411475917806,1
clear,265,1,3.1152211533512366,-33.480200126631345,13.456636930487296,-7.939830013063266,1
clear,266,1,3.1140331821015432,-36.4586027984293,13.420997779741954,-7.985422507733412,1
clear,267,1,3.112849297024962,-33.32986864177384,13.38548121432291,-8.030893161017689,1
clear,268,1,3.111669467768861,-35.144381162537144,13.350086323649348,-8.076242880490094,1
clear,269,1,3.1104936643181453,-36.62201382502842,13.314812207266682,-8.12147256362165,1
clear,270,1,3.109321856990274,-31.480886783798745,13.279657974696875,-8.166583097930024,1
clear,271,1,3.1081540164303574,-33.63231365499638,13.24462274529151,-8.211575361125904,1
clear,272,1,3.1069901136063507,-33.187497165714305,13.209705648087578,-8.25645022125702,1
clear,273,1,3.10583011980434,-33.4350582992327,13.174905821665917,-8.301208536849709,1
clear,274,1,3.104674006623897,-33.95368399120231,13.140222414012133,-8.345851157047141,1
clear,275,1,3.1035217459735485,-34.91589918245998,13.105654582380309,-8.39037892174627,1
clear,276,1,3.102373310066289,-35.132551019023154,13.071201493158764,-8.434792661730892,1
clear,277,1,3.1012286714152095,-36.02375496684908,13.03686232173864,-8.47909319880346,1
clear,278,1,3.1000878028291794,-37.076755123749635,13.002636252384487,-8.52328134591387,1
clear,279,1,3.098950677408628,-33.73687210161583,12.968522478107703,-8.567357907286281,1
clear,280,1,3.0978172685413736,-35.563961183124526,12.934520200541284,-8.611323678543512,1
clear,281,1,3.0966875498985535,-33.072843814124354,12.900628629817943,-8.65517944682914,1
clear,282,1,3.0955614954306103,-37.25189255084723,12.866846984449527,-8.698925990927721,1
clear,283,1,3.094439079363354,-32.9871001150285,12.833174491208883,-8.742564081382673,1
clear,284,1,3.093320276194091,-34.823744349147,12.799610385013851,-8.786094480612139,1
clear,285,1,3.092205060687827,-37.81230382293464,12.766153908813207,-8.82951794302276,1
clear,286,1,3.0910934078735237,-32.60081451812962,12.732804313474498,-8.872835215121757,1
clear,287,1,3.0899852930404372,-35.595742613512655,12.69956085767406,-8.916047035626528,1
clear,288,1,3.088880691734504,-37.78739151123684,12.666422807788695,-8.959154135572868,1
clear,289,1,3.0877795797548018,-29.342832466653217,12.633389437789448,-9.002157238421058,1
clear,290,1,3.086681933150059,-32.148671745749766,12.600460029136924,-9.045057060160035,1
clear,291,1,3.085587728215242,-33.73398548068398,12.567633870678874,-9.087854309410252,1
clear,292,1,3.0844969414881733,-33.682039008646036,12.53491025854876,-9.13054968752409,1
clear,293,1,3.0834095497462433,-34.781960096157114,12.502288496067083,-9.173143888685066,1
clear,294,1,3.08232553000314,-38.050754204116224,12.469767893643322,-9.215637600005168,1
clear,295,1,3.0812448595056674,-36.89616208941441,12.437347768680409,-9.258031501620696,1
clear,296,1,3.0801675157305883,-35.37284836980664,12.405027445480119,-9.300326266786136,1
clear,297,1,3.079093476381548,-36.699355279151234,12.372806255150664,-9.342522561966984,1
clear,298,1,3.07802271938602,-35.239393391079346,12.340683535515158,-9.384621046930485,1
clear,299,1,3.076955222892338,-33.62033226482371,12.308658631022498,-9.42662237483516,1
clear,300,1,3.075890965266737,-37.16496785444528,12.276730892658687,-9.468527192318811,1
clear,301,1,3.074829925090482,-35.52716421806519,12.244899677860612,-9.510336139584902,1
clear,302,1,3.073772081157011,-33.90731548992793,12.213164350430405,-9.55204985048802,1
clear,303,1,3.0727174124691548,-38.65267376117011,12.181524280451912,-9.593668952616971,1
clear,304,1,3.071665898236375,-37.71882956049293,12.14997884420801,-9.635194067377617,1
clear,305,1,3.0706175178720683,-35.3923827232094,12.118527424099579,-9.676625810073533,1
clear,306,1,3.0695722509909036,-33.00659647492422,12.087169408565739,-9.717964789985665,1
clear,307,1,3.068530077406205,-33.58681897769566,12.055904192005258,-9.759211610450775,1
clear,308,1,3.06749097712738,-34.204643816789506,12.024731174699399,-9.800366868938612,1
clear,309,1,3.0664549303573843,-33.38236024822219,11.993649762735883,-9.841431157127367,1
clear,310,1,3.065421917490231,-32.99113012002291,11.962659367934219,-9.882405060978652,1
clear,311,1,3.064391919108538,-32.406826190240636,11.931759407771994,-9.923289160810766,1
clear,312,1,3.0633649159811167,-34.668522301974285,11.900949305312718,-9.96408403137089,1
clear,313,1,3.0623408890605957,-35.92984324333855,11.870228489134316,-10.004790241906214,1
clear,314,1,3.061319819481086,-36.183087443979325,11.839596393259288,-10.045408356233915,1
clear,315,1,3.060301688555879,-34.22469901162566,11.80905245708553,-10.085938932809988,1
clear,316,1,3.0592864777751907,-39.70883446710437,11.778596125318659,-10.126382524796968,1
clear,317,1,3.058274168803922,-39.514788300357395,11.748226847904872,-10.16673968013059,1
clear,318,1,3.0572647434794757,-35.8300333803286,11.717944079965477,-10.20701094158552,1
clear,319,1,3.056258183809597,-33.76227508786393,11.68774728173199,-10.24719684684003,1
clear,320,1,3.055254471970244,-33.80903298774516,11.65763591848238,-10.287297928539356,1
