distance_m,FSPL_dB,gas_absorption_dB,total_loss_dB,SNR_dB,Eb_J,capacity_bps,outage_flag_cap
200.0,128.01302500767287,1.2800000000000002,129.29302500767287,-50.282725051033054,1.0000000000000001e-11,67588.06352415294,1
210.0,128.4368109890716,1.344,129.7808109890716,-50.770511032431784,1.0000000000000001e-11,60407.605576230664,1
220.0,128.8408787108374,1.4080000000000001,130.24887871083737,-51.23857875419756,1.0000000000000001e-11,54235.673201212085,1
230.0,129.2269818147451,1.4720000000000002,130.6989818147451,-51.6886818581053,1.0000000000000001e-11,48896.174847918664,1
240.0,129.59664992862537,1.536,131.13264992862537,-52.12234997198556,1.0000000000000001e-11,44249.48434252926,1
250.0,129.951225267834,1.6,131.55122526783398,-52.54092531119417,1.0000000000000001e-11,40183.78139365849,1
260.0,130.2918920538096,1.6640000000000001,131.95589205380958,-52.945592097169765,1.0000000000000001e-11,36608.69363492632,1
270.0,130.619700377573,1.7280000000000002,132.347700377573,-53.33740042093319,1.0000000000000001e-11,33450.56781673271,1
280.0,130.9355857212376,1.7920000000000003,132.7275857212376,-53.71728576459779,1.0000000000000001e-11,30648.91073016937,1
290.0,131.24038505237235,1.8559999999999999,133.09638505237234,-54.08608509573253,1.0000000000000001e-11,28153.68104815621,1
300.0,131.5348501887865,1.92,133.45485018878648,-54.44455023214667,1.0000000000000001e-11,25923.207713151245,1
310.0,131.8196589710787,1.984,133.8036589710787,-54.79335901443889,1.0000000000000001e-11,23922.574828504945,1
320.0,132.09542466079137,2.048,134.14342466079137,-55.133124704151555,1.0000000000000001e-11,22122.357532730675,1
330.0,132.362703891951,2.112,134.474703891951,-55.464403935311196,1.0000000000000001e-11,20497.624489446964,1
340.0,132.62200343523835,2.176,134.79800343523834,-55.78770347859853,1.0000000000000001e-11,19027.144773290802,1
350.0,132.87378598139873,2.2399999999999998,135.11378598139873,-56.10348602475892,1.0000000000000001e-11,17692.752740380307,1
360.0,133.118475109739,2.304,135.422475109739,-56.412175153099184,1.0000000000000001e-11,16478.836011822797,1
370.0,133.35645957573314,2.368,135.72445957573314,-56.71415961909332,1.0000000000000001e-11,15371.920107468042,1
380.0,133.58809702672943,2.4320000000000004,136.02009702672942,-57.009797070089604,1.0000000000000001e-11,14360.32946713731,1
390.0,133.81371723492322,2.4960000000000004,136.30971723492323,-57.299417278283414,1.0000000000000001e-11,13433.90927662462,1
400.0,134.0336249209525,2.5600000000000005,136.5936249209525,-57.58332496431268,1.0000000000000001e-11,12583.795967359592,1
410.0,134.24810222878796,2.624,136.87210222878795,-57.86180227214814,1.0000000000000001e-11,11802.226927005091,1
420.0,134.45741090235123,2.688,137.14541090235122,-58.1351109457114,1.0000000000000001e-11,11082.381981175975,1
430.0,134.66179420598496,2.7520000000000002,137.41379420598497,-58.40349424934516,1.0000000000000001e-11,10418.250720047798,1
440.0,134.861478624117,2.8160000000000003,137.67747862411701,-58.6671786674772,1.0000000000000001e-11,9804.521007348954,1
450.0,135.05667536990012,2.8800000000000003,137.93667536990012,-58.9263754132603,1.0000000000000001e-11,9236.484885347516,1
460.0,135.24758172802473,2.9440000000000004,138.19158172802472,-59.1812817713849,1.0000000000000001e-11,8709.958864658352,1
470.0,135.43438225310757,3.008,138.44238225310758,-59.43208229646777,1.0000000000000001e-11,8221.216140276472,1
480.0,135.617249841905,3.072,138.689249841905,-59.67894988526518,1.0000000000000001e-11,7766.928746137884,1
490.0,135.79634669496352,3.136,138.9323466949635,-59.9220467383237,1.0000000000000001e-11,7344.118036905801,1
500.0,135.97182518111362,3.2,139.1718251811136,-60.16152522447379,1.0000000000000001e-11,6950.112133940801,1
510.0,136.14382861635198,3.2640000000000002,139.407828616352,-60.39752865971218,1.0000000000000001e-11,6582.509267125201,1
520.0,136.31249196708922,3.3280000000000003,139.64049196708922,-60.630192010449406,1.0000000000000001e-11,6239.146085159907,1
530.0,136.477942486409,3.3920000000000003,139.869942486409,-60.85964252976919,1.0000000000000001e-11,5918.070195951988,1
540.0,136.64030029085262,3.4560000000000004,140.0963002908526,-61.0860003342128,1.0000000000000001e-11,5617.5162932107205,1
550.0,136.79967888427814,3.5200000000000005,140.31967888427815,-61.309378927638335,1.0000000000000001e-11,5335.885355107208,1
560.0,136.95618563451723,3.5840000000000005,140.54018563451723,-61.52988567787742,1.0000000000000001e-11,5071.7264681237375,1
570.0,137.10992220784306,3.6479999999999997,140.75792220784305,-61.74762225120324,1.0000000000000001e-11,4823.720914108908,1
580.0,137.26098496565197,3.7119999999999997,140.97298496565196,-61.96268500901215,1.0000000000000001e-11,4590.66819859691,1
590.0,137.40946532723615,3.776,141.18546532723616,-62.175165370596346,1.0000000000000001e-11,4371.473748101777,1
600.0,137.55545010206612,3.84,141.39545010206612,-62.38515014542631,1.0000000000000001e-11,4165.138079377697,1
610.0,137.6990217946086,3.904,141.6030217946086,-62.59272183796878,1.0000000000000001e-11,3970.7472148051997,1
620.0,137.84025888435832,3.968,141.8082588843583,-62.7979589277185,1.0000000000000001e-11,3787.464199750232,1
630.0,137.97923608346485,4.032,142.01123608346487,-63.00093612682505,1.0000000000000001e-11,3614.521577742867,1
640.0,138.116024574071,4.096,142.212024574071,-63.20172461743118,1.0000000000000001e-11,3451.2147001445237,1
650.0,138.25069222725034,4.16,142.41069222725034,-63.400392270610524,1.0000000000000001e-11,3296.8957677947137,1
660.0,138.38330380523064,4.224,142.60730380523063,-63.597003848590816,1.0000000000000001e-11,3150.9685149419,1
670.0,138.5139211484098,4.288,142.8019211484098,-63.79162119176999,1.0000000000000001e-11,3012.883461780122,1
680.0,138.64260334851798,4.352,142.99460334851798,-63.98430339187817,1.0000000000000001e-11,2882.133658709516,1
690.0,138.76940690913835,4.4159999999999995,143.18540690913835,-64.17510695249854,1.0000000000000001e-11,2758.250877473076,1
700.0,138.89438589467835,4.4799999999999995,143.37438589467834,-64.36408593803853,1.0000000000000001e-11,2640.8021802962585,1
710.0,139.01759206877472,4.544,143.56159206877473,-64.55129211213492,1.0000000000000001e-11,2529.386847809074,1
720.0,139.13907502301862,4.608,143.74707502301862,-64.73677506637881,1.0000000000000001e-11,2423.6335936737714,1
730.0,139.25888229680237,4.672,143.93088229680237,-64.92058234016255,1.0000000000000001e-11,2323.198075528539,1
740.0,139.37705948901277,4.736,144.11305948901276,-65.10275953237294,1.0000000000000001e-11,2227.760622161701,1
750.0,139.49365036222724,4.800000000000001,144.29365036222725,-65.28335040558744,1.0000000000000001e-11,2137.024191331938,1
760.0,139.60869694000905,4.864000000000001,144.47269694000906,-65.46239698336925,1.0000000000000001e-11,2050.7125213952163,1
770.0,139.72223959784287,4.928000000000001,144.65023959784287,-65.63993964120306,1.0000000000000001e-11,1968.5684479076788,1
780.0,139.83431714820284,4.992000000000001,144.82631714820283,-65.81601719156302,1.0000000000000001e-11,1890.3523755942813,1
790.0,139.9449669202021,5.056000000000001,145.0009669202021,-65.99066696356229,1.0000000000000001e-11,1815.8408928695258,1
800.0,140.05422483423212,5.120000000000001,145.17422483423212,-66.16392487759231,1.0000000000000001e-11,1744.8255128932092,1
810.0,140.16212547196625,5.184000000000001,145.34612547196625,-66.33582551532643,1.0000000000000001e-11,1677.1115171355407,1
820.0,140.26870214206758,5.248,145.51670214206757,-66.50640218542776,1.0000000000000001e-11,1612.5169046550775,1
830.0,140.37398694191472,5.312,145.68598694191473,-66.67568698527492,1.0000000000000001e-11,1550.8714390809564,1
840.0,140.47801081563085,5.376,145.85401081563086,-66.84371085899105,1.0000000000000001e-11,1492.0157660703162,1
850.0,140.5808036086791,5.44,146.0208036086791,-67.01050365203929,1.0000000000000001e-11,1435.8006140546456,1
860.0,140.6823941192646,5.5040000000000004,146.18639411926458,-67.17609416262476,1.0000000000000001e-11,1382.086055851089,1
870.0,140.7828101467656,5.5680000000000005,146.3508101467656,-67.3405101901258,1.0000000000000001e-11,1330.740835943869,1
880.0,140.88207853739664,5.632000000000001,146.51407853739664,-67.50377858075683,1.0000000000000001e-11,1281.6417506221344,1
890.0,140.9802252272915,5.696000000000001,146.6762252272915,-67.66592527065168,1.0000000000000001e-11,1234.673079372535,1
900.0,141.07727528317974,5.760000000000001,146.83727528317974,-67.82697532653992,1.0000000000000001e-11,1189.72606111968,1
910.0,141.17325294081513,5.824000000000001,146.99725294081514,-67.98695298417533,1.0000000000000001e-11,1146.6984105093543,1
920.0,141.26818164130435,5.888000000000001,147.15618164130436,-68.14588168466454,1.0000000000000001e-11,1105.4938774379218,1
930.0,141.36208406547195,5.952000000000001,147.31408406547195,-68.30378410883213,1.0000000000000001e-11,1066.0218354125118,1
940.0,141.4549821663872,6.016,147.4709821663872,-68.46068220974738,1.0000000000000001e-11,1028.196903547129,1
950.0,141.54689720017018,6.08,147.6268972001702,-68.61659724353038,1.0000000000000001e-11,991.9385957878444,1
960.0,141.63784975518462,6.144,147.78184975518462,-68.77154979854481,1.0000000000000001e-11,957.171005375633,1
970.0,141.72785977971813,6.208,147.93585977971813,-68.92555982307832,1.0000000000000001e-11,923.8224957160326,1
980.0,141.81694660824314,6.272,148.08894660824313,-69.07864665160332,1.0000000000000001e-11,891.8254280881731,1
990.0,141.90512898634427,6.336,148.24112898634428,-69.23082902970447,1.0000000000000001e-11,861.1159117777604,1
1000.0,141.99242509439324,6.4,148.39242509439325,-69.38212513775343,1.0000000000000001e-11,831.6335558117513,1
1010.0,142.07885257004608,6.464,148.54285257004608,-69.53255261340627,1.0000000000000001e-11,803.321254328982,1
1020.0,142.1644285296316,6.5280000000000005,148.6924285296316,-69.68212857299179,1.0000000000000001e-11,776.1249815610561,1
1030.0,142.24916958849667,6.5920000000000005,148.84116958849668,-69.83086963185687,1.0000000000000001e-11,749.9935996269196,1
1040.0,142.33309188036884,6.656000000000001,148.98909188036885,-69.97879192372903,1.0000000000000001e-11,724.878683946267,1
1050.0,142.41621107579198,6.720000000000001,149.13621107579198,-70.12591111915216,1.0000000000000001e-11,700.7343550597847,1
1060.0,142.49854239968863,6.784000000000001,149.28254239968862,-70.27224244304881,1.0000000000000001e-11,677.5171280682268,1
1070.0,142.5801006480974,6.848000000000001,149.42810064809743,-70.41780069145761,1.0000000000000001e-11,655.1857668766207,1
1080.0,142.66090020413225,6.912000000000001,149.57290020413225,-70.56260024749244,1.0000000000000001e-11,633.7011560573052,1
1090.0,142.7409550532057,6.976000000000001,149.7169550532057,-70.7066550965659,1.0000000000000001e-11,613.0261711112483,1
1100.0,142.82027879755776,7.040000000000001,149.86027879755775,-70.84997884091794,1.0000000000000001e-11,593.1255615430624,1
1110.0,142.8988846701264,7.104000000000001,150.0028846701264,-70.9925847134866,1.0000000000000001e-11,573.9658515548554,1
1120.0,142.97678554779685,7.168000000000001,150.14478554779686,-71.13448559115704,1.0000000000000001e-11,555.5152263246582,1
1130.0,143.05399396406165,7.231999999999999,150.28599396406165,-71.27569400742183,1.0000000000000001e-11,537.7434471156838,1
1140.0,143.13052212112268,7.295999999999999,150.42652212112267,-71.41622216448286,1.0000000000000001e-11,520.6217535718739,1
1150.0,143.20638190146548,7.359999999999999,150.5663819014655,-71.55608194482568,1.0000000000000001e-11,504.1227932425665,1
1160.0,143.2815848789316,7.4239999999999995,150.7055848789316,-71.69528492229179,1.0000000000000001e-11,488.2205286831738,1
1170.0,143.35614232931647,7.4879999999999995,150.84414232931647,-71.83384237267666,1.0000000000000001e-11,472.8901765901202,1
1180.0,143.43006524051577,7.552,150.98206524051577,-71.97176528387595,1.0000000000000001e-11,458.10813252035763,1
1190.0,143.50336432224384,7.616,151.11936432224383,-72.10906436560401,1.0000000000000001e-11,443.85191002629716,1
1200.0,143.57605001534574,7.68,151.25605001534575,-72.24575005870594,1.0000000000000001e-11,430.1000813924499,1
1210.0,143.64813250072223,7.744,151.39213250072223,-72.38183254408241,1.0000000000000001e-11,416.83221516864006,1
1220.0,143.71962170788822,7.808,151.52762170788822,-72.5173217512484,1.0000000000000001e-11,404.0288297203463,1
1230.0,143.7905273231812,7.872,151.66252732318122,-72.65222736654141,1.0000000000000001e-11,391.6713403721892,1
1240.0,143.86085879763795,7.936,151.79685879763795,-72.78655884099814,1.0000000000000001e-11,379.7420129582687,1
1250.0,143.93062535455437,8.0,151.93062535455437,-72.92032539791455,1.0000000000000001e-11,368.22391577078747,1
1260.0,143.99983599674448,8.064,152.06383599674447,-73.05353604010466,1.0000000000000001e-11,357.1008859240907,1
1270.0,144.0684995135124,8.128,152.19649951351238,-73.18619955687257,1.0000000000000001e-11,346.35748450671196,1
1280.0,144.13662448735062,8.192,152.32862448735062,-73.31832453071081,1.0000000000000001e-11,335.97895974198457,1
1290.0,144.2042193003782,8.256,152.4602193003782,-73.4499193437384,1.0000000000000001e-11,325.9512117503641,1
1300.0,144.27129214052997,8.32,152.59129214052996,-73.58099218389015,1.0000000000000001e-11,316.2607637186027,1
1310.0,144.3378510075085,8.384,152.72185100750852,-73.7115510508687,1.0000000000000001e-11,306.8947282637832,1
1320.0,144.40390371851026,8.448,152.85190371851027,-73.84160376187046,1.0000000000000001e-11,297.84077860249147,1
1330.0,144.46945791373497,8.512,152.98145791373497,-73.97115795709516,1.0000000000000001e-11,289.08711811827527,1
1340.0,144.53452106168942,8.576,153.1105210616894,-74.1002211050496,1.0000000000000001e-11,280.6224579376675,1
1350.0,144.59910046429337,8.64,153.23910046429336,-74.22880050765355,1.0000000000000001e-11,272.43599290449623,1
1360.0,144.6632032617976,8.704,153.3672032617976,-74.3569033051578,1.0000000000000001e-11,264.51737595248073,1
1370.0,144.7268364375214,8.768,153.4948364375214,-74.48453648088159,1.0000000000000001e-11,256.8566940795401,1
1380.0,144.79000682241798,8.831999999999999,153.62200682241797,-74.61170686577816,1.0000000000000001e-11,249.44445233066705,1
1390.0,144.85272109947516,8.895999999999999,153.74872109947515,-74.73842114283534,1.0000000000000001e-11,242.27155137394905,1
1400.0,144.91498580795798,8.959999999999999,153.87498580795798,-74.86468585131817,1.0000000000000001e-11,235.32927148344112,1
1410.0,144.97680734750082,9.024,154.00080734750082,-74.99050739086101,1.0000000000000001e-11,228.6092485134728,1
1420.0,145.03819198205434,9.088,154.12619198205434,-75.11589202541452,1.0000000000000001e-11,222.10346428837303,1
1430.0,145.0991458436945,9.152,154.25114584369447,-75.24084588705466,1.0000000000000001e-11,215.8042273819159,1
1440.0,145.15967493629825,9.216,154.37567493629825,-75.36537497965844,1.0000000000000001e-11,209.70415710019236,1
1450.0,145.21978513909272,9.28,154.49978513909272,-75.48948518245291,1.0000000000000001e-11,203.7961706679078,1
1460.0,145.279482210082,9.344,154.623482210082,-75.61318225344218,1.0000000000000001e-11,198.07347041467978,1
1470.0,145.33877178935677,9.408,154.74677178935676,-75.73647183271694,1.0000000000000001e-11,192.52953096133515,1
1480.0,145.3976594022924,9.472,154.8696594022924,-75.85935944565259,1.0000000000000001e-11,187.15808480449405,1
1490.0,145.45615046263873,9.536,154.99215046263873,-75.98185050599892,1.0000000000000001e-11,181.95311110457965,1
1500.0,145.51425027550687,9.600000000000001,155.11425027550686,-76.10395031886705,1.0000000000000001e-11,176.90882767725486,1
1510.0,145.5719640402566,9.664000000000001,155.2359640402566,-76.22566408361678,1.0000000000000001e-11,172.01967817971828,1
1520.0,145.62929685328868,9.728000000000002,155.3572968532887,-76.34699689664888,1.0000000000000001e-11,167.28031929700106,1
1530.0,145.68625371074523,9.792000000000002,155.47825371074524,-76.46795375410542,1.0000000000000001e-11,162.68561914025494,1
1540.0,145.7428395111225,9.856000000000002,155.5988395111225,-76.58853955448268,1.0000000000000001e-11,158.23063962790914,1
1550.0,145.79905905779907,9.920000000000002,155.7190590577991,-76.70875910115927,1.0000000000000001e-11,153.91063488395827,1
1560.0,145.85491706148247,9.984000000000002,155.83891706148248,-76.82861710484266,1.0000000000000001e-11,149.72103842425855,1
1570.0,145.9104181425779,10.048000000000002,155.9584181425779,-76.94811818593809,1.0000000000000001e-11,145.65745674967587,1
1580.0,145.96556683348172,10.112000000000002,156.0775668334817,-77.0672668768419,1.0000000000000001e-11,141.71566293923448,1
1590.0,146.02036758080226,10.176000000000002,156.19636758080225,-77.18606762416243,1.0000000000000001e-11,137.89158864155192,1
1600.0,146.07482474751174,10.240000000000002,156.31482474751175,-77.30452479087194,1.0000000000000001e-11,134.18132087141385,1
1610.0,146.1289426150302,10.304000000000002,156.4329426150302,-77.4226426583904,1.0000000000000001e-11,130.58108599264264,1
1620.0,146.18272538524587,10.368000000000002,156.55072538524587,-77.54042542860606,1.0000000000000001e-11,127.08725452323819,1
1630.0,146.23617718247237,10.432,156.66817718247236,-77.65787722583255,1.0000000000000001e-11,123.69632992338614,1
1640.0,146.2893020553472,10.496,156.78530205534722,-77.7750020987074,1.0000000000000001e-11,120.40494699374557,1
1650.0,146.34210397867133,10.56,156.90210397867133,-77.89180402203152,1.0000000000000001e-11,117.2098574600306,1
1660.0,146.39458685519435,10.624,157.01858685519434,-78.00828689855453,1.0000000000000001e-11,114.10793637986417,1
1670.0,146.4467545173449,10.688,157.1347545173449,-78.12445456070509,1.0000000000000001e-11,111.09616932907281,1
1680.0,146.49861072891048,10.752,157.2506107289105,-78.24031077227067,1.0000000000000001e-11,108.17165240168728,1
1690.0,146.5501591866667,10.816,157.3661591866667,-78.35585923002688,1.0000000000000001e-11,105.331584201377,1
1700.0,146.60140352195873,10.88,157.48140352195873,-78.47110356531891,1.0000000000000001e-11,102.57326584145068,1
1710.0,146.6523473022363,10.944,157.5963473022363,-78.58604734559648,1.0000000000000001e-11,99.8940929362905,1
1720.0,146.7029940325442,11.008000000000001,157.71099403254422,-78.70069407590441,1.0000000000000001e-11,97.29155239792635,1
1730.0,146.75334715696914,11.072000000000001,157.82534715696914,-78.81504720032933,1.0000000000000001e-11,94.7632224360361,1
1740.0,146.80341006004522,11.136000000000001,157.93941006004522,-78.9291101034054,1.0000000000000001e-11,92.30676454937989,1
1750.0,146.8531860681191,11.200000000000001,158.0531860681191,-79.04288611147928,1.0000000000000001e-11,89.91992352580061,1
1760.0,146.9026784506762,11.264000000000001,158.16667845067622,-79.1563784940364,1.0000000000000001e-11,87.60052103537119,1
1770.0,146.95189042162934,11.328000000000001,158.27989042162935,-79.26959046498953,1.0000000000000001e-11,85.34645723210832,1
1780.0,147.00082514057112,11.392000000000001,158.39282514057112,-79.3825251839313,1.0000000000000001e-11,83.15569954197997,1
1790.0,147.0494857139911,11.456000000000001,158.50548571399108,-79.49518575735127,1.0000000000000001e-11,81.02629227318522,1
1800.0,147.09787519645937,11.520000000000001,158.61787519645938,-79.60757523981957,1.0000000000000001e-11,78.95634220073539,1
1810.0,147.14599659177696,11.584000000000001,158.72999659177697,-79.71969663513715,1.0000000000000001e-11,76.94402016816747,1
1820.0,147.1938528540947,11.648000000000001,158.8418528540947,-79.83155289745488,1.0000000000000001e-11,74.98756429097094,1
1830.0,147.2414468890018,11.712000000000002,158.95344688900178,-79.94314693236197,1.0000000000000001e-11,73.08526874459521,1
1840.0,147.28878155458398,11.776000000000002,159.064781554584,-80.05448159794418,1.0000000000000001e-11,71.23548376445001,1
1850.0,147.33585966245352,11.840000000000002,159.17585966245352,-80.1655597058137,1.0000000000000001e-11,69.43662045104509,1
1860.0,147.38268397875157,11.904000000000002,159.28668397875157,-80.27638402211176,1.0000000000000001e-11,67.68713635457146,1
1870.0,147.4292572251232,11.968000000000002,159.39725722512318,-80.38695726848337,1.0000000000000001e-11,65.98554668689411,1
1880.0,147.47558207966682,12.032,159.50758207966683,-80.49728212302702,1.0000000000000001e-11,64.33041150784632,1
1890.0,147.5216611778581,12.096,159.6176611778581,-80.6073612212183,1.0000000000000001e-11,62.72034213208271,1
1900.0,147.5674971134498,12.16,159.7274971134498,-80.71719715680999,1.0000000000000001e-11,61.15399472222653,1
1910.0,147.61309243934778,12.224,159.83709243934777,-80.82679248270796,1.0000000000000001e-11,59.63006708544319,1
1920.0,147.65844966846424,12.288,159.94644966846425,-80.93614971182444,1.0000000000000001e-11,58.147301876867,1
1930.0,147.70357127454872,12.352,160.05557127454873,-81.04527131790891,1.0000000000000001e-11,56.70448499788792,1
1940.0,147.74845969299776,12.416,160.16445969299775,-81.15415973635794,1.0000000000000001e-11,55.30043758758555,1
1950.0,147.7931173216436,12.48,160.27311732164358,-81.26281736500377,1.0000000000000001e-11,53.934022429582186,1
1960.0,147.83754652152277,12.544,160.38154652152278,-81.37124656488297,1.0000000000000001e-11,52.60413594347671,1
1970.0,147.88174961762508,12.608,160.48974961762508,-81.47944966098527,1.0000000000000001e-11,51.309711388271126,1
1980.0,147.92572889962383,12.672,160.59772889962383,-81.58742894298402,1.0000000000000001e-11,50.049718862370696,1
1990.0,147.9694866225874,12.736,160.7054866225874,-81.69518666594757,1.0000000000000001e-11,48.823158896731044,1
2000.0,148.01302500767287,12.8,160.81302500767288,-81.80272505103306,1.0000000000000001e-11,47.629062454858214,1
2010.0,148.05634624280304,12.863999999999999,160.92034624280305,-81.91004628616324,1.0000000000000001e-11,46.466494136235234,1
2020.0,148.0994524833257,12.928,161.0274524833257,-82.01715252668589,1.0000000000000001e-11,45.33454737118248,1
2030.0,148.1423458526575,12.991999999999999,161.1343458526575,-82.12404589601769,1.0000000000000001e-11,44.232344420857686,1
2040.0,148.18502844291123,13.056000000000001,161.24102844291124,-82.23072848627143,1.0000000000000001e-11,43.15903157211635,1
2050.0,148.22750231550833,13.12,161.34750231550834,-82.33720235886852,1.0000000000000001e-11,42.113788747791155,1
2060.0,148.2697695017763,13.184000000000001,161.4537695017763,-82.44346954513648,1.0000000000000001e-11,41.09581348955969,1
2070.0,148.3118320035316,13.248,161.5598320035316,-82.54953204689178,1.0000000000000001e-11,40.10433697507685,1
2080.0,148.35369179364847,13.312000000000001,161.66569179364848,-82.65539183700866,1.0000000000000001e-11,39.138606399129245,1
2090.0,148.39535081661433,13.376,161.77135081661433,-82.76105085997452,1.0000000000000001e-11,38.19789778734119,1
2100.0,148.4368109890716,13.440000000000001,161.8768109890716,-82.86651103243179,1.0000000000000001e-11,37.28150478418203,1
2110.0,148.47807420034707,13.504,161.98207420034706,-82.97177424370724,1.0000000000000001e-11,36.38874826324566,1
2120.0,148.51914231296826,13.568000000000001,162.08714231296827,-83.07684235632846,1.0000000000000001e-11,35.51896511525783,1
2130.0,148.56001716316797,13.632,162.19201716316798,-83.18171720652816,1.0000000000000001e-11,34.671514654929155,1
2140.0,148.6007005613771,13.696000000000002,162.2967005613771,-83.28640060473728,1.0000000000000001e-11,33.845777019241936,1
2150.0,148.64119429270534,13.76,162.40119429270533,-83.39089433606551,1.0000000000000001e-11,33.04114676059717,1
2160.0,148.68150011741187,13.824000000000002,162.50550011741188,-83.49520016077207,1.0000000000000001e-11,32.25704085538086,1
2170.0,148.7216197713638,13.888,162.6096197713638,-83.599319814724,1.0000000000000001e-11,31.492893898824214,1
2180.0,148.76155496648533,13.952000000000002,162.71355496648533,-83.70325500984552,1.0000000000000001e-11,30.748153299864036,1
2190.0,148.80130739119562,14.016,162.8173073911956,-83.8070074345558,1.0000000000000001e-11,30.022288891422164,1
2200.0,148.84087871083733,14.080000000000002,162.92087871083734,-83.91057875419753,1.0000000000000001e-11,29.31478171841278,1
2210.0,148.88027056809545,14.144,163.02427056809546,-84.01397061145565,1.0000000000000001e-11,28.625130444595435,1
2220.0,148.91948458340602,14.208000000000002,163.12748458340602,-84.1171846267662,1.0000000000000001e-11,27.9528497508618,1
2230.0,148.95852235535648,14.272,163.23052235535647,-84.22022239871666,1.0000000000000001e-11,27.297463928382715,1
2240.0,148.99738546107648,14.336000000000002,163.3333854610765,-84.32308550443668,1.0000000000000001e-11,26.65851809060092,1
2250.0,149.0360754566205,14.4,163.4360754566205,-84.42577549998069,1.0000000000000001e-11,26.035563757811882,1
2260.0,149.07459387734127,14.463999999999999,163.53859387734127,-84.52829392070146,1.0000000000000001e-11,25.428173272582978,1
2270.0,149.1129422382557,14.528,163.6409422382557,-84.63064228161588,1.0000000000000001e-11,24.8359237826211,1
2280.0,149.1511220344023,14.591999999999999,163.7431220344023,-84.73282207776248,1.0000000000000001e-11,24.258410054478603,1
2290.0,149.18913474119103,14.656,163.84513474119103,-84.83483478455122,1.0000000000000001e-11,23.69523806670035,1
2300.0,149.2269818147451,14.719999999999999,163.9469818147451,-84.93668185810529,1.0000000000000001e-11,23.146021806397236,1
2310.0,149.26466469223612,14.784,164.04866469223612,-85.0383647355963,1.0000000000000001e-11,22.610391277812415,1
2320.0,149.30218479221122,14.847999999999999,164.15018479221123,-85.13988483557142,1.0000000000000001e-11,22.087982892041836,1
2330.0,149.3395435149136,14.912,164.2515435149136,-85.2412435582738,1.0000000000000001e-11,21.578447475600512,1
2340.0,149.3767422425961,14.975999999999999,164.3527422425961,-85.34244228595628,1.0000000000000001e-11,21.08144226185626,1
2350.0,149.41378233982795,15.040000000000001,164.45378233982794,-85.44348238318813,1.0000000000000001e-11,20.59663729788272,1
2360.0,149.45066515379534,15.104,164.55466515379533,-85.54436519715551,1.0000000000000001e-11,20.123709037606364,1
2370.0,149.4873920145953,15.168000000000001,164.6553920145953,-85.64509205795548,1.0000000000000001e-11,19.66234674865951,1
2380.0,149.52396423552347,15.232,164.75596423552346,-85.74566427888365,1.0000000000000001e-11,19.212244503814073,1
2390.0,149.560383113356,15.296000000000001,164.856383113356,-85.84608315671619,1.0000000000000001e-11,18.773110791261082,1
2400.0,149.59664992862537,15.36,164.95664992862538,-85.94634997198557,1.0000000000000001e-11,18.344654099191423,1
